id,Recency,Frequency,Monetary
7541,211,7,1006
7542,164,21,1948
7543,89,14,1352
7544,386,14,1742
7545,142,13,1131
7546,220,7,872
7547,420,11,1096
7548,107,15,1632
7549,161,12,1261
7550,80,8,795
7551,232,11,966
7552,144,8,715
7553,335,15,1454
7554,150,9,616
7555,142,4,469
7556,436,13,1221
7557,141,7,968
7558,282,16,1376
7559,258,13,1373
7560,103,10,936
7561,46,6,831
7562,168,11,1203
7563,420,3,308
7564,237,7,314
7565,117,14,1348
7566,111,11,876
7567,394,11,1233
7568,110,6,447
7569,277,8,743
7570,244,12,1168
7571,82,10,906
7572,125,11,779
7573,312,6,488
7574,523,5,394
7575,45,10,962
7576,194,12,1202
7577,310,7,770
7578,158,9,786
7579,511,8,772
7580,467,15,1359
7581,363,9,751
7582,54,5,717
7583,213,9,1169
7584,26,10,677
7585,110,9,1085
7586,124,8,720
7587,105,13,1507
7588,245,6,452
7589,88,12,1244
7590,226,9,793
7591,213,13,1375
7592,140,10,1092
7593,136,6,592
7594,328,5,531
7595,32,7,759
7596,340,8,897
7597,197,10,897
7598,45,9,1061
7599,22,8,556
7600,251,12,1790
7601,137,5,366
7602,55,7,722
7603,237,9,1305
7604,255,12,953
7605,202,8,728
7606,198,6,507
7607,178,12,1180
7608,20,11,1193
7609,210,6,532
7610,13,7,595
7611,220,7,975
7612,239,9,1035
7613,106,11,1116
7614,220,11,814
7615,456,6,570
7616,23,14,1241
7617,35,14,1238
7618,230,7,782
7619,418,6,594
7620,29,6,542
7621,75,8,1108
7622,384,7,529
7623,58,6,674
7624,33,10,959
7625,75,9,712
7626,14,13,883
7627,441,8,944
7628,126,9,728
7629,148,10,818
7630,158,13,1143
7631,504,8,729
7632,24,15,1163
7633,204,11,907
7634,21,11,1095
7635,355,13,1209
7636,243,10,739
7637,206,2,145
7638,131,9,675
7639,131,6,811
7640,478,8,1007
7641,110,14,1205
7642,418,9,863
7643,109,12,621
7644,83,13,1208
7645,98,10,854
7646,167,5,515
7647,47,6,631
7648,62,10,779
7649,72,22,2001
7650,542,5,644
7651,367,13,1224
7652,104,16,1381
7653,115,7,430
7654,3,14,1117
7655,204,6,377
7656,158,13,1064
7657,324,9,767
7658,455,9,1011
7659,119,15,1528
7660,183,5,636
7661,557,5,372
7662,83,12,1004
7663,110,12,1396
7664,120,10,832
7665,237,9,1071
7666,214,7,627
7667,29,9,1011
7668,159,15,1578
7669,82,10,1022
7670,204,10,997
7671,119,11,694
7672,376,11,1260
7673,313,8,662
7674,39,16,1268
7675,28,13,1088
7676,136,12,1050
7677,89,9,554
7678,246,4,304
7679,37,10,1009
7680,10,13,1503
7681,252,15,1188
7682,113,12,1202
7683,347,3,315
7684,121,12,1019
7685,90,8,749
7686,110,14,1445
7687,52,17,1992
7688,192,4,260
7689,55,9,1164
7690,497,3,386
7691,179,8,737
7692,143,8,748
7693,67,17,1135
7694,328,5,530
7695,89,9,985
7696,159,8,635
7697,248,7,443
7698,314,10,1004
7699,21,7,777
7700,97,14,1333
7701,54,11,818
7702,154,6,343
7703,190,9,995
7704,96,12,889
7705,203,11,872
7706,80,6,880
7707,79,11,859
7708,24,14,1219
7709,229,11,985
7710,51,12,992
7711,498,9,1035
7712,99,11,1155
7713,202,7,693
7714,146,11,1408
7715,42,13,938
7716,106,7,1025
7717,209,8,754
7718,132,17,1645
7719,174,8,984
7720,49,9,1109
7721,74,15,1527
7722,113,8,915
7723,109,11,939
7724,11,10,1007
7725,180,11,1432
7726,98,8,601
7727,81,14,1308
7728,89,14,1187
7729,21,12,968
7730,95,14,1176
7731,92,13,1536
7732,178,12,1158
7733,105,12,1031
7734,156,8,684
7735,238,15,1120
7736,122,9,786
7737,54,10,992
7738,181,13,983
7739,45,11,1177
7740,116,13,1226
7741,186,9,716
7742,59,23,2212
7743,28,6,816
7744,54,14,913
7745,74,9,838
7746,197,10,1303
7747,135,9,923
7748,73,10,851
7749,276,9,884
7750,11,12,972
7751,51,7,656
7752,177,15,2022
7753,494,5,357
7754,114,9,596
7755,128,8,987
7756,70,8,969
7757,18,9,519
7758,126,15,1583
7759,4,9,796
7760,247,9,1314
7761,386,6,348
7762,516,10,998
7763,36,8,881
7764,134,10,1173
7765,361,10,685
7766,143,10,792
7767,244,10,470
7768,225,9,824
7769,295,8,740
7770,224,11,998
7771,562,7,744
7772,246,16,1551
7773,140,5,517
7774,140,17,1784
7775,173,14,1521
7776,103,12,968
7777,135,10,862
7778,168,8,474
7779,182,7,777
7780,87,10,1006
7781,92,14,1483
7782,95,7,470
7783,170,10,915
7784,142,15,1540
7785,17,17,1476
7786,169,10,830
7787,75,10,749
7788,52,9,1447
7789,113,18,1288
7790,155,10,1177
7791,110,13,1147
7792,162,9,815
7793,288,12,1135
7794,43,9,1076
7795,119,5,381
7796,487,6,609
7797,151,6,725
7798,57,12,1084
7799,71,12,949
7800,19,6,591
7801,116,11,1127
7802,159,9,997
7803,201,9,941
7804,193,9,682
7805,305,8,840
7806,79,8,1092
7807,214,10,954
7808,169,7,843
7809,259,12,1101
7810,161,15,1832
7811,152,5,476
7812,301,4,571
7813,81,17,1571
7814,5,11,1227
7815,101,15,1630
7816,57,6,494
7817,83,12,1181
7818,177,8,448
7819,84,11,1087
7820,138,12,1084
7821,255,9,776
7822,147,11,975
7823,199,5,483
7824,121,8,992
7825,74,7,716
7826,146,9,801
7827,292,8,772
7828,203,10,1133
7829,419,8,702
7830,207,12,1166
7831,77,12,835
7832,397,11,1149
7833,160,14,1533
7834,6,13,1103
7835,208,7,696
7836,180,10,1087
7837,417,10,840
7838,59,10,861
7839,241,5,746
7840,467,5,394
7841,164,10,1350
7842,124,9,818
7843,89,13,730
7844,24,5,538
7845,48,11,1076
7846,188,12,1026
7847,101,15,949
7848,163,11,940
7849,357,7,831
7850,216,12,1157
7851,179,11,1004
7852,4,14,1171
7853,149,9,1010
7854,476,6,794
7855,90,9,431
7856,144,8,885
7857,179,12,1018
7858,255,12,1260
7859,162,7,744
7860,72,9,810
7861,151,13,1382
7862,28,11,1152
7863,191,7,720
7864,194,10,639
7865,182,14,1550
7866,105,7,738
7867,222,14,1252
7868,44,8,626
7869,75,8,612
7870,226,10,1055
7871,41,13,1253
7872,86,5,424
7873,96,14,1411
7874,32,15,1316
7875,121,11,881
7876,96,14,1539
7877,176,10,885
7878,192,7,398
7879,219,8,740
7880,147,11,1264
7881,49,14,967
7882,167,4,271
7883,77,9,816
7884,151,7,446
7885,107,11,1085
7886,543,5,758
7887,127,8,777
7888,85,12,1089
7889,105,11,1056
7890,232,12,746
7891,98,13,1482
7892,187,7,607
7893,86,6,683
7894,106,11,929
7895,141,15,1795
7896,195,5,527
7897,335,11,821
7898,163,14,1389
7899,350,9,1065
7900,3,8,1001
7901,286,8,646
7902,183,14,1091
7903,20,13,1180
7904,585,3,346
7905,58,15,1488
7906,158,5,365
7907,117,8,592
7908,569,6,619
7909,62,17,1606
7910,100,10,1004
7911,112,8,642
7912,105,9,761
7913,120,9,517
7914,285,12,1562
7915,83,15,1200
7916,167,4,284
7917,126,4,217
7918,96,10,1137
7919,138,13,1155
7920,35,4,351
7921,282,13,1361
7922,159,11,1247
7923,159,10,1145
7924,269,8,533
7925,175,8,807
7926,267,12,978
7927,184,5,352
7928,165,10,1165
7929,147,13,1714
7930,197,9,976
7931,534,5,682
7932,6,13,1283
7933,179,9,870
7934,69,11,1019
7935,116,18,1523
7936,105,10,917
7937,152,10,885
7938,209,12,1114
7939,212,7,595
7940,36,15,1405
7941,369,9,745
7942,252,6,393
7943,54,6,671
7944,110,8,382
7945,231,6,713
7946,132,10,575
7947,257,10,904
7948,106,10,1115
7949,78,5,433
7950,140,9,1158
7951,402,9,903
7952,63,11,849
7953,77,10,1010
7954,505,7,675
7955,121,9,965
7956,128,8,751
7957,179,11,678
7958,462,9,742
7959,98,11,629
7960,518,8,670
7961,132,8,466
7962,106,12,1187
7963,51,12,849
7964,111,8,1053
7965,532,6,481
7966,569,7,703
7967,3,12,1092
7968,157,14,1208
7969,85,11,1167
7970,191,21,2370
7971,124,6,451
7972,298,7,808
7973,160,7,508
7974,148,9,923
7975,108,9,879
7976,106,16,1337
7977,284,10,920
7978,324,11,897
7979,415,11,1061
7980,219,10,858
7981,389,8,690
7982,16,17,1769
7983,79,7,727
7984,212,8,888
7985,163,13,965
7986,134,11,1030
7987,444,7,584
7988,155,7,1015
7989,90,12,931
7990,161,12,1339
7991,64,10,728
7992,65,11,1189
7993,220,6,600
7994,430,13,1246
7995,138,7,652
7996,389,12,1286
7997,199,8,453
7998,152,8,641
7999,100,12,1220
8000,494,4,400
8001,573,5,532
8002,116,8,604
8003,89,13,1017
8004,251,12,1196
8005,60,15,1429
8006,115,10,827
8007,137,18,1757
8008,76,12,1329
8009,186,5,518
8010,233,13,1076
8011,106,7,496
8012,188,13,1405
8013,243,10,1129
8014,19,8,782
8015,129,11,982
8016,219,15,1665
8017,34,9,783
8018,60,9,946
8019,138,11,1011
8020,144,10,878
8021,74,9,879
8022,426,8,896
8023,85,11,997
8024,184,12,1243
8025,42,13,1423
8026,59,14,1256
8027,47,5,494
8028,183,14,1499
8029,255,7,495
8030,407,7,566
8031,219,10,971
8032,74,11,873
8033,103,9,778
8034,198,9,1369
8035,229,13,1041
8036,332,7,665
8037,204,6,852
8038,293,11,969
8039,447,11,1262
8040,118,10,1139
8041,163,3,252
8042,502,7,626
8043,14,8,933
8044,107,12,1075
8045,93,8,712
8046,127,13,1307
8047,116,10,999
8048,201,6,585
8049,199,11,1159
8050,342,12,999
8051,305,12,1076
8052,69,5,481
8053,87,6,659
8054,163,10,980
8055,342,8,784
8056,168,10,1388
8057,41,9,920
8058,454,5,359
8059,10,13,1378
8060,198,10,599
8061,30,11,1322
8062,28,7,795
8063,63,7,790
8064,78,6,697
8065,174,10,889
8066,189,10,1289
8067,205,5,408
8068,111,9,1250
8069,200,7,865
8070,240,8,692
8071,73,10,1091
8072,307,8,559
8073,312,3,126
8074,179,8,799
8075,573,3,191
8076,104,10,924
8077,84,17,1404
8078,59,13,1206
8079,499,5,703
8080,169,8,754
8081,54,10,903
8082,152,12,847
8083,93,11,1129
8084,148,7,439
8085,146,8,806
8086,121,10,847
8087,66,9,738
8088,22,8,505
8089,133,15,1461
8090,186,13,1156
8091,175,10,1217
8092,295,8,575
8093,148,10,957
8094,288,11,794
8095,199,8,757
8096,52,13,1178
8097,204,12,1058
8098,169,11,861
8099,43,6,529
8100,173,5,629
8101,9,10,989
8102,160,11,883
8103,563,9,1015
8104,52,8,807
8105,350,6,209
8106,270,8,620
8107,500,8,652
8108,249,5,439
8109,161,9,1175
8110,202,12,919
8111,135,10,786
8112,157,13,1009
8113,525,7,648
8114,102,8,673
8115,58,12,1454
8116,548,4,389
8117,187,8,643
8118,475,6,468
8119,374,11,1341
8120,12,6,593
8121,261,6,480
8122,432,12,1117
8123,214,6,370
8124,102,11,1033
8125,68,11,1160
8126,82,6,780
8127,133,9,852
8128,452,6,618
8129,253,11,1129
8130,201,9,589
8131,269,7,930
8132,176,11,1116
8133,172,7,614
8134,59,12,1541
8135,121,8,874
8136,65,16,1522
8137,83,13,1216
8138,80,14,1807
8139,161,5,392
8140,264,7,956
8141,131,9,854
8142,462,11,897
8143,185,10,1049
8144,261,8,716
8145,536,8,742
8146,45,8,810
8147,289,6,615
8148,80,16,1358
8149,141,7,702
8150,338,17,1367
8151,405,9,871
8152,266,9,1079
8153,201,13,1408
8154,374,19,2112
8155,133,14,1534
8156,210,13,1203
8157,146,11,1003
8158,345,11,1084
8159,43,16,1531
8160,75,9,491
8161,96,9,536
8162,95,15,1535
8163,46,8,782
8164,274,9,1020
8165,185,6,442
8166,121,13,1340
8167,99,9,555
8168,159,6,536
8169,185,10,1257
8170,214,11,1124
8171,113,11,1262
8172,59,7,520
8173,3,5,343
8174,454,7,1200
8175,159,8,725
8176,151,12,1272
8177,192,10,940
8178,76,10,905
8179,659,3,278
8180,209,9,830
8181,502,6,637
8182,36,10,997
8183,41,15,1381
8184,141,14,941
8185,35,14,1460
8186,32,7,794
8187,88,11,746
8188,135,10,991
8189,200,10,880
8190,179,11,1475
8191,115,10,1031
8192,76,6,410
8193,118,9,632
8194,173,9,685
8195,357,10,711
8196,225,10,929
8197,150,9,820
8198,84,7,720
8199,161,10,795
8200,103,13,828
8201,93,11,897
8202,487,5,423
8203,331,12,1216
8204,70,6,428
8205,542,4,525
8206,181,6,608
8207,107,13,1539
8208,299,3,332
8209,132,10,935
8210,58,10,1111
8211,197,5,379
8212,179,6,627
8213,117,8,741
8214,114,11,868
8215,28,10,975
8216,219,7,856
8217,328,12,1482
8218,494,12,857
8219,55,15,1778
8220,128,6,552
8221,166,8,635
8222,564,8,677
8223,411,6,850
8224,282,10,778
8225,162,15,1485
8226,394,6,586
8227,145,6,516
8228,97,11,1097
8229,122,15,1331
8230,431,5,356
8231,10,10,812
8232,115,8,756
8233,319,3,155
8234,387,6,573
8235,80,6,504
8236,139,12,1375
8237,191,11,1089
8238,232,11,891
8239,79,17,1165
8240,78,7,673
8241,68,12,881
8242,41,12,1636
8243,207,11,931
8244,7,12,1284
8245,199,9,902
8246,443,10,1009
8247,91,11,1344
8248,152,8,487
8249,500,7,408
8250,215,9,902
8251,83,13,1438
8252,100,10,571
8253,230,10,771
8254,62,8,611
8255,196,12,1169
8256,500,3,622
8257,171,11,1025
8258,81,13,898
8259,25,8,952
8260,79,13,1140
8261,84,9,868
8262,252,8,738
8263,144,12,764
8264,165,5,392
8265,256,9,675
8266,118,12,921
8267,391,9,1000
8268,320,11,1185
8269,77,11,890
8270,145,9,819
8271,161,12,1617
8272,226,10,838
8273,98,12,1226
8274,261,12,1281
8275,146,4,438
8276,250,8,732
8277,37,9,862
8278,198,9,1161
8279,359,5,483
8280,496,6,636
8281,8,8,1083
8282,104,14,904
8283,448,13,1106
8284,201,8,882
8285,158,6,413
8286,104,11,984
8287,59,9,1138
8288,210,8,739
8289,119,12,1141
8290,99,7,615
8291,211,11,942
8292,230,7,682
8293,389,6,529
8294,146,11,1225
8295,77,12,859
8296,67,14,1473
8297,247,6,366
8298,160,12,864
8299,50,11,1166
8300,12,14,1108
8301,71,7,534
8302,291,8,718
8303,12,11,961
8304,472,15,1285
8305,106,10,999
8306,122,7,653
8307,91,21,2010
8308,183,9,847
8309,169,14,1272
8310,162,5,395
8311,203,7,586
8312,441,2,179
8313,610,6,743
8314,225,9,862
8315,87,9,1023
8316,92,8,651
8317,169,6,627
8318,524,7,636
8319,95,6,678
8320,92,11,676
8321,75,11,1364
8322,66,6,675
8323,430,9,836
8324,76,5,552
8325,86,4,449
8326,206,5,179
8327,404,13,1274
8328,187,7,836
8329,183,8,795
8330,30,15,1924
8331,354,8,793
8332,230,13,1318
8333,206,11,1616
8334,179,8,701
8335,194,10,741
8336,130,12,1246
8337,84,8,650
8338,15,9,675
8339,166,16,1460
8340,90,18,1961
8341,253,13,1078
8342,202,7,761
8343,270,5,591
8344,312,5,276
8345,42,16,1336
8346,423,9,867
8347,143,9,638
8348,169,8,571
8349,345,6,556
8350,48,14,1309
8351,98,15,1269
8352,140,9,718
8353,227,14,1375
8354,102,8,758
8355,282,7,574
8356,252,9,709
8357,137,10,1177
8358,161,11,840
8359,105,8,708
8360,136,17,2121
8361,95,5,662
8362,99,11,936
8363,242,13,1681
8364,171,10,897
8365,53,7,730
8366,208,8,975
8367,158,10,1017
8368,192,8,970
8369,45,7,742
8370,189,6,580
8371,205,13,1067
8372,250,16,1501
8373,115,11,981
8374,160,9,881
8375,30,10,883
8376,161,7,952
8377,338,10,1370
8378,155,8,627
8379,236,10,1053
8380,15,12,1143
8381,83,7,615
8382,374,4,371
8383,274,8,800
8384,380,10,1006
8385,30,9,1072
8386,52,16,1458
8387,60,6,581
8388,124,16,1390
8389,345,12,1261
8390,137,5,397
8391,544,6,492
8392,120,12,1599
8393,36,7,653
8394,118,15,1292
8395,133,7,631
8396,44,9,606
8397,6,13,1321
8398,192,16,1212
8399,162,10,997
8400,38,11,1069
8401,133,6,706
8402,322,11,1259
8403,114,3,133
8404,309,6,710
8405,126,12,930
8406,65,16,1562
8407,184,8,904
8408,73,10,1053
8409,142,4,705
8410,286,6,591
8411,411,13,1275
8412,313,8,598
8413,108,10,961
8414,81,13,1085
8415,150,8,843
8416,80,9,598
8417,80,10,971
8418,244,11,979
8419,194,11,1114
8420,310,11,1079
8421,117,8,638
8422,183,8,954
8423,168,10,1036
8424,161,14,1390
8425,196,7,410
8426,92,8,1012
8427,141,9,1078
8428,82,8,707
8429,176,9,701
8430,122,7,808
8431,215,13,1397
8432,538,5,718
8433,184,9,746
8434,139,13,1382
8435,264,4,418
8436,39,9,1002
8437,9,13,924
8438,269,12,1334
8439,51,15,1262
8440,385,7,615
8441,108,11,964
8442,95,8,774
8443,262,11,1073
8444,267,11,1472
8445,425,8,716
8446,235,11,1009
8447,229,15,1641
8448,272,5,385
8449,157,7,521
8450,114,12,1213
8451,3,13,1319
8452,134,10,728
8453,111,12,1082
8454,141,13,1167
8455,290,10,977
8456,139,11,927
8457,211,16,1625
8458,73,7,534
8459,233,9,611
8460,140,9,969
8461,413,10,635
8462,158,11,999
8463,134,11,709
8464,89,12,1267
8465,169,6,440
8466,476,8,704
8467,61,13,1023
8468,205,10,868
8469,409,6,431
8470,94,10,1117
8471,388,6,747
8472,129,8,866
8473,203,6,710
8474,96,10,792
8475,144,10,970
8476,195,9,1058
8477,290,11,859
8478,79,14,1125
8479,70,13,1042
8480,135,11,838
8481,317,12,1286
8482,42,9,741
8483,154,12,1400
8484,38,9,660
8485,188,7,715
8486,52,13,1371
8487,133,13,1374
8488,249,11,795
8489,374,6,551
8490,182,8,653
8491,233,12,903
8492,262,11,970
8493,88,9,803
8494,448,11,980
8495,170,8,755
8496,13,12,1212
8497,562,6,458
8498,211,9,967
8499,107,13,1371
8500,158,10,1069
8501,515,6,637
8502,51,11,1003
8503,163,6,680
8504,107,5,367
8505,446,5,452
8506,202,9,800
8507,60,10,721
8508,458,11,702
8509,221,16,1644
8510,578,4,532
8511,235,12,1466
8512,244,11,1001
8513,385,3,485
8514,322,9,1097
8515,16,12,1285
8516,212,9,1007
8517,114,11,1038
8518,304,8,674
8519,124,9,823
8520,338,5,381
8521,110,10,1008
8522,297,7,562
8523,80,13,1212
8524,22,13,949
8525,267,6,583
8526,11,11,1178
8527,105,10,817
8528,30,10,829
8529,164,9,771
8530,482,6,529
8531,733,1,53
8532,49,13,1570
8533,238,10,1010
8534,217,13,877
8535,109,9,686
8536,88,21,2308
8537,23,7,743
8538,264,7,356
8539,517,10,1079
8540,35,15,1635
8541,479,15,1381
8542,436,10,966
8543,124,11,1005
8544,278,5,758
8545,22,10,853
8546,185,10,765
8547,96,7,652
8548,132,12,1321
8549,20,16,1310
8550,189,12,1448
8551,435,11,929
8552,386,9,1174
8553,305,7,772
8554,189,8,952
8555,418,8,823
8556,52,7,700
8557,182,11,1031
8558,469,6,628
8559,8,12,1555
8560,237,7,505
8561,183,17,1621
8562,456,9,635
8563,567,6,630
8564,203,9,940
8565,123,4,247
8566,184,10,1216
8567,166,10,487
8568,68,14,1237
8569,137,10,882
8570,5,14,1216
8571,264,17,1439
8572,52,16,1597
8573,101,11,1221
8574,43,13,1399
8575,212,16,1745
8576,37,6,323
8577,47,13,1338
8578,214,7,681
8579,233,6,434
8580,113,6,447
8581,79,10,877
8582,484,5,495
8583,136,6,615
8584,353,10,532
8585,170,10,1150
8586,142,11,1223
8587,27,10,807
8588,49,9,1404
8589,139,17,1209
8590,135,10,615
8591,101,5,532
8592,175,7,650
8593,81,13,1313
8594,5,13,886
8595,119,11,1020
8596,126,10,988
8597,77,12,1175
8598,170,13,1446
8599,91,9,865
8600,34,9,672
8601,148,12,1255
8602,84,11,1208
8603,161,12,1244
8604,97,9,723
8605,110,10,1075
8606,422,5,526
8607,63,11,909
8608,159,9,790
8609,27,12,1369
8610,9,8,950
8611,355,14,1380
8612,28,10,1121
8613,291,12,1078
8614,314,7,679
8615,433,11,1230
8616,8,9,1181
8617,206,13,1275
8618,244,9,582
8619,480,9,980
8620,74,12,993
8621,123,6,486
8622,103,7,894
8623,120,9,1029
8624,171,8,861
8625,165,4,474
8626,322,8,889
8627,190,15,1214
8628,140,11,974
8629,164,9,909
8630,438,5,430
8631,224,14,1332
8632,48,9,804
8633,253,9,676
8634,77,9,787
8635,148,9,765
8636,266,11,1298
8637,73,12,1223
8638,358,4,445
8639,54,12,1112
8640,98,8,628
8641,8,9,748
8642,150,8,1033
8643,124,15,1041
8644,352,10,762
8645,79,10,781
8646,277,10,941
8647,124,9,679
8648,211,8,928
8649,227,9,896
8650,114,9,895
8651,166,15,1318
8652,294,11,783
8653,176,10,1045
8654,426,9,612
8655,234,10,1165
8656,123,9,564
8657,255,11,1064
8658,191,10,724
8659,56,16,1296
8660,128,11,1028
8661,99,10,1213
8662,112,10,447
8663,83,10,800
8664,119,12,1170
8665,111,10,959
8666,380,7,615
8667,158,8,928
8668,438,5,449
8669,277,9,936
8670,2,12,920
8671,104,11,1241
8672,273,13,1295
8673,29,20,1669
8674,146,9,747
8675,115,13,1394
8676,330,8,859
8677,96,8,662
8678,430,6,913
8679,264,9,982
8680,320,10,956
8681,84,11,1440
8682,546,2,162
8683,103,8,584
8684,565,4,343
8685,442,9,996
8686,190,11,757
8687,73,7,335
8688,114,8,657
8689,89,6,418
8690,294,11,1000
8691,155,15,1382
8692,132,8,767
8693,186,11,1387
8694,99,11,1411
8695,135,11,1034
8696,52,12,1337
8697,44,12,821
8698,119,11,1002
8699,125,8,902
8700,220,9,664
8701,152,9,936
8702,20,6,819
8703,3,14,1510
8704,123,7,565
8705,89,13,1361
8706,223,7,673
8707,217,5,720
8708,156,12,1236
8709,90,15,1154
8710,277,9,680
8711,25,12,1180
8712,4,10,791
8713,123,7,823
8714,170,8,871
8715,417,7,674
8716,190,7,377
8717,178,8,655
8718,172,6,566
8719,173,15,1145
8720,230,7,674
8721,434,6,660
8722,185,12,1055
8723,113,10,968
8724,392,9,814
8725,279,13,1127
8726,204,6,564
8727,53,10,1075
8728,48,13,1298
8729,18,12,1157
8730,94,13,1195
8731,113,5,442
8732,64,14,1519
8733,57,11,963
8734,457,6,634
8735,61,10,1197
8736,89,8,563
8737,117,13,1083
8738,166,5,276
8739,118,10,1301
8740,251,10,731
8741,159,11,975
8742,52,13,1198
8743,100,15,1702
8744,438,7,832
8745,172,12,1420
8746,81,5,551
8747,429,9,911
8748,381,10,1206
8749,444,9,1135
8750,155,10,1171
8751,153,10,980
8752,235,9,1050
8753,40,15,1417
8754,182,14,1664
8755,46,7,699
8756,368,6,387
8757,165,8,845
8758,34,16,1470
8759,46,6,505
8760,246,7,552
8761,105,13,1143
8762,345,10,760
8763,36,12,932
8764,73,9,1099
8765,241,6,481
8766,256,8,572
8767,17,10,1108
8768,477,6,701
8769,133,11,1066
8770,144,8,664
8771,417,9,1100
8772,252,6,438
8773,338,10,780
8774,32,9,940
8775,151,10,888
8776,421,7,1049
8777,133,8,823
8778,161,8,728
8779,4,7,832
8780,227,7,541
8781,9,11,1136
8782,113,12,1026
8783,206,13,1347
8784,231,6,635
8785,76,8,801
8786,248,15,1280
8787,96,16,1825
8788,93,9,1042
8789,232,9,583
8790,9,14,1505
8791,170,12,1202
8792,154,4,349
8793,10,14,1360
8794,55,9,731
8795,394,8,633
8796,467,10,892
8797,32,9,912
8798,117,11,915
8799,283,3,365
8800,85,11,1397
8801,142,13,1356
8802,66,15,1428
8803,205,14,1058
8804,25,13,1035
8805,84,9,895
8806,187,7,802
8807,109,11,1319
8808,216,7,562
8809,7,16,1797
8810,8,14,1509
8811,34,9,709
8812,294,7,801
8813,84,8,553
8814,159,11,1117
8815,88,4,653
8816,186,11,1006
8817,378,11,1021
8818,114,17,1079
8819,100,9,668
8820,23,17,1508
8821,376,13,1304
8822,223,7,767
8823,140,5,708
8824,160,16,1604
8825,151,9,689
8826,125,12,830
8827,37,11,1396
8828,490,11,1250
8829,329,3,245
8830,174,14,1370
8831,120,12,1192
8832,91,6,381
8833,224,14,1231
8834,477,6,552
8835,15,14,1314
8836,114,6,461
8837,199,8,519
8838,464,6,527
8839,95,12,1354
8840,137,9,634
8841,152,2,154
8842,206,7,653
8843,13,9,1015
8844,24,7,456
8845,17,5,520
8846,303,9,1020
8847,46,13,1224
8848,96,9,675
8849,59,8,648
8850,328,9,1000
8851,131,10,1011
8852,17,9,804
8853,458,10,1220
8854,110,3,256
8855,232,12,1014
8856,121,5,699
8857,5,7,639
8858,146,15,1758
8859,61,4,190
8860,243,4,528
8861,199,7,730
8862,101,12,1426
8863,79,8,1054
8864,178,8,755
8865,57,9,628
8866,437,7,528
8867,111,18,2001
8868,83,9,1023
8869,96,3,207
8870,85,12,1524
8871,145,9,907
8872,274,6,722
8873,178,11,735
8874,122,9,1086
8875,244,7,527
8876,20,8,707
8877,42,9,746
8878,198,5,476
8879,402,9,533
8880,389,8,638
8881,27,14,1318
8882,313,10,1070
8883,355,8,493
8884,114,18,1738
8885,220,7,562
8886,350,5,306
8887,51,13,746
8888,56,9,931
8889,131,9,793
8890,186,8,1000
8891,171,8,663
8892,101,15,1275
8893,176,12,1254
8894,505,6,670
8895,255,6,386
8896,254,17,2236
8897,181,12,922
8898,298,11,1074
8899,49,8,588
8900,157,8,626
8901,209,9,734
8902,181,11,857
8903,155,14,1673
8904,135,9,873
8905,183,6,646
8906,97,9,635
8907,108,11,996
8908,280,8,1252
8909,498,8,1011
8910,164,13,1068
8911,96,13,1131
8912,273,8,1016
8913,143,11,1271
8914,138,9,987
8915,139,8,612
8916,257,14,1198
8917,287,10,1187
8918,133,11,1190
8919,172,8,842
8920,247,14,1371
8921,112,15,1472
8922,153,7,773
8923,129,8,717
8924,152,7,945
8925,201,13,968
8926,61,11,1181
8927,107,11,1351
8928,47,11,805
8929,116,8,597
8930,204,10,742
8931,153,11,1100
8932,63,7,579
8933,302,13,989
8934,3,11,865
8935,69,12,1293
8936,133,9,980
8937,27,8,584
8938,110,11,936
8939,392,17,1470
8940,85,12,1066
8941,134,8,825
8942,95,10,1075
8943,5,10,884
8944,7,8,971
8945,118,9,939
8946,52,11,1288
8947,89,10,665
8948,213,8,775
8949,189,8,778
8950,210,12,914
8951,94,14,1232
8952,42,15,1543
8953,273,15,1267
8954,58,17,1585
8955,220,14,1259
8956,121,9,1078
8957,340,16,1525
8958,198,12,1086
8959,203,12,967
8960,183,7,560
8961,171,11,967
8962,200,10,917
8963,64,10,1108
8964,147,8,751
8965,71,15,1219
8966,129,7,738
8967,184,8,906
8968,47,9,699
8969,77,8,1021
8970,22,13,1592
8971,16,12,966
8972,164,14,1405
8973,212,4,384
8974,253,4,386
8975,140,16,1477
8976,156,11,1096
8977,109,10,1057
8978,25,7,576
8979,279,9,1017
8980,30,12,1019
8981,477,8,1062
8982,139,7,905
8983,163,11,1062
8984,109,9,930
8985,95,13,890
8986,114,10,1012
8987,208,10,1023
8988,297,9,519
8989,104,14,1633
8990,354,7,651
8991,88,11,1328
8992,149,15,1514
8993,135,6,495
8994,181,8,885
8995,310,9,693
8996,160,13,1233
8997,45,13,1574
8998,252,6,507
8999,289,8,707
9000,96,13,1317
9001,34,8,663
9002,99,6,696
9003,184,10,1077
9004,27,9,938
9005,186,13,770
9006,563,6,653
9007,242,14,1144
9008,90,7,588
9009,35,12,813
9010,108,14,1480
9011,254,11,772
9012,96,11,640
9013,111,10,801
9014,156,12,1156
9015,40,12,1393
9016,393,10,432
9017,101,12,1089
9018,181,11,1077
9019,357,9,839
9020,139,8,747
9021,330,9,1257
9022,171,11,611
9023,117,10,624
9024,473,8,651
9025,4,12,955
9026,182,12,1362
9027,143,13,1447
