hero,comic
CYCLOPS,UX 36
BEAST,UX 36
CHANGELING,UX 36
VANISHER,UX 37
ANGEL,UX 37
MARVEL GIRL,UX 37
MUTANT MASTER,UX 37
UNUS THE UNTOUCHABLE,UX 37
BEAST,UX 37
BLOB,UX 37
CHANGELING,UX 37
PROFESSOR X,UX 37
ICEMAN,UX 37
BANSHEE,UX 37
CYCLOPS,UX 37
MASTERMIND,UX 37
MASTERMIND,UX 38
MUTANT MASTER,UX 38
BLOB,UX 38
CHANGELING,UX 38
VANISHER,UX 38
PROFESSOR X,UX 38
ANGEL,UX 38
CYCLOPS,UX 38
BEAST,UX 38
ICEMAN,UX 38
MARVEL GIRL,UX 38
UNUS THE UNTOUCHABLE,UX 38
MASTERMIND,UX 39
ICEMAN,UX 39
MUTANT MASTER,UX 39
CYCLOPS,UX 39
UNUS THE UNTOUCHABLE,UX 39
BLOB,UX 39
BEAST,UX 39
MARVEL GIRL,UX 39
ANGEL,UX 39
BANSHEE,UX 39
CHANGELING,UX 39
PROFESSOR X,UX 39
FRANKENSTEIN MONSTER,UX 40
PROFESSOR X,UX 40
BEAST,UX 40
ICEMAN,UX 40
CYCLOPS,UX 40
ANGEL,UX 40
MARVEL GIRL,UX 40
CYCLOPS,UX 41
GROTESK,UX 41
BEAST,UX 41
ANGEL,UX 41
MARVEL GIRL,UX 41
ICEMAN,UX 41
CHANGELING,UX 41
ZELDA,UX 41
"CANTOR, VERA",UX 41
CHANGELING,UX 42
CYCLOPS,UX 42
ANGEL,UX 42
GROTESK,UX 42
MARVEL GIRL,UX 42
ICEMAN,UX 42
BEAST,UX 42
MAGNETO,UX 43
QUICKSILVER,UX 43
ICEMAN,UX 43
SCARLET WITCH,UX 43
CYCLOPS,UX 43
ANGEL,UX 43
TOAD,UX 43
MARVEL GIRL,UX 43
PROFESSOR X,UX 43
BEAST,UX 43
RED RAVEN,UX 44
MAGNETO,UX 44
MARVEL GIRL,UX 44
SCARLET WITCH,UX 44
RED RAVEN II,UX 44
CYCLOPS,UX 44
ICEMAN,UX 44
TOAD,UX 44
ANGEL,UX 44
BEAST,UX 44
QUICKSILVER,UX 44
CYCLOPS,UX 45
HAWK,UX 45
BEAST,UX 45
MAGNETO,UX 45
ANT-MAN,UX 45
MARVEL GIRL,UX 45
WASP,UX 45
QUICKSILVER,UX 45
ANGEL,UX 45
SCARLET WITCH,UX 45
ICEMAN,UX 45
BLACK PANTHER,UX 45
TOAD,UX 45
SCARLET WITCH,A 53
ICEMAN,A 53
HAWK,A 53
CYCLOPS,A 53
BLACK PANTHER,A 53
WASP,A 53
BEAST,A 53
QUICKSILVER,A 53
ANT-MAN,A 53
MARVEL GIRL,A 53
MAGNETO,A 53
TOAD,A 53
ANGEL,A 53
"NELSON, FRANKLIN FOG",UX 46
ICEMAN,UX 46
"DUNCAN, FRED",UX 46
CYCLOPS,UX 46
ANGEL,UX 46
JUGGERNAUT,UX 46
MARVEL GIRL,UX 46
BEAST,UX 46
"WORTHINGTON, KATHRYN",KZ 2/2
"SOUTHERN, CANDY",KZ 2/2
"DUNCAN, FRED",KZ 2/2
ANGEL,KZ 2/2
DAZZLER,KZ 2/2
"WORTHINGTON, WARREN",KZ 2/2
DAZZLER,KZ 3/3
"SOUTHERN, CANDY",KZ 3/3
"DUNCAN, FRED",KZ 3/3
ANGEL,KZ 3/3
DAZZLER,M/TALES 30/2
"SOUTHERN, CANDY",M/TALES 30/2
ANGEL,M/TALES 30/2
ANGEL,UX 49
CYCLOPS,UX 49
POLARIS,UX 49
ICEMAN,UX 49
MESMERO,UX 49
MARVEL GIRL,UX 49
BEAST,UX 49
ANGEL,UX 50
MARVEL GIRL,UX 50
POLARIS,UX 50
BEAST,UX 50
ICEMAN,UX 50
CYCLOPS,UX 50
MESMERO,UX 50
BEAST,UX 51
POLARIS,UX 51
MESMERO,UX 51
ICEMAN,UX 51
MARVEL GIRL,UX 51
ANGEL,UX 51
CYCLOPS,UX 51
POLARIS,UX 52
CYCLOPS,UX 52
MESMERO,UX 52
BEAST,UX 52
ICEMAN,UX 52
ANGEL,UX 52
MARVEL GIRL,UX 52
ICEMAN,A 60
SPIDER-MAN,A 60
INVISIBLE WOMAN,A 60
IRON MAN,A 60
DAREDEVIL,A 60
"FURY, COL. NICHOLAS",A 60
BLACK KNIGHT V,A 60
CANNONBALL,A 60
HUMAN TORCH,A 60
BLACK PANTHER,A 60
MR. FANTASTIC,A 60
"GAMBONNO, ERNESTO",A 60
CLOWN,A 60
"GAMBONNO, LUIGI",A 60
BEAST,A 60
RINGMASTER,A 60
"JARVIS, EDWIN",A 60
CYCLOPS,A 60
CRYSTAL [INHUMAN],A 60
ANT-MAN,A 60
WASP,A 60
MARVEL GIRL,A 60
ANGEL,A 60
CAPTAIN AMERICA,A 60
VISION,A 60
THING,A 60
PRINCESS PYTHON,A 60
DR. STRANGE,A 60
HAWK,A 60
MARVEL GIRL,UX 53
CYCLOPS,UX 53
BEAST,UX 53
ICEMAN,UX 53
ANGEL,UX 53
BLASTAAR,UX 53
HAVOK,UX 54
LIVING MONOLITH,UX 54
MARVEL GIRL,UX 54
ICEMAN,UX 54
BEAST,UX 54
CYCLOPS,UX 54
ANGEL,UX 54
ANGEL,UX 55
LIVING MONOLITH,UX 55
ICEMAN,UX 55
CYCLOPS,UX 55
BEAST,UX 55
HAVOK,UX 55
MARVEL GIRL,UX 55
HAVOK,UX 56
BEAST,UX 56
ANGEL,UX 56
LIVING MONOLITH,UX 56
CYCLOPS,UX 56
MARVEL GIRL,UX 56
ICEMAN,UX 56
"TRASK, DR. BOLIVAR",UX 57
CYCLOPS,UX 57
ICEMAN,UX 57
MARVEL GIRL,UX 57
LIVING MONOLITH,UX 57
"CHALMERS, JUDGE ROBE",UX 57
SENTINELS,UX 57
HAVOK,UX 57
"TRASK, LAWRENCE LARR",UX 57
POLARIS,UX 57
ANGEL,UX 57
BEAST,UX 57
ANGEL,UX 58
"TRASK, LAWRENCE LARR",UX 58
CYCLOPS,UX 58
LIVING MONOLITH,UX 58
ICEMAN,UX 58
MESMERO,UX 58
BANSHEE,UX 58
POLARIS,UX 58
BEAST,UX 58
SENTINELS,UX 58
"TRASK, DR. BOLIVAR",UX 58
MARVEL GIRL,UX 58
HAVOK,UX 58
"CHALMERS, JUDGE ROBE",UX 58
ANGEL,UX 64
BEAST,UX 64
MARVEL GIRL,UX 64
SUNFIRE,UX 64
CYCLOPS,UX 64
ICEMAN,UX 64
CYCLOPS,UX 65
ICEMAN,UX 65
POLARIS,UX 65
MARVEL GIRL,UX 65
MR. FANTASTIC,UX 65
PROFESSOR X,UX 65
BEAST,UX 65
THING,UX 65
CHANGELING,UX 65
CRYSTAL [INHUMAN],UX 65
HAVOK,UX 65
HUMAN TORCH,UX 65
ANGEL,UX 65
ANGEL,UX 66
"TALBOT, GLENN",UX 66
HULK,UX 66
HAVOK,UX 66
BEAST,UX 66
POLARIS,UX 66
CYCLOPS,UX 66
MARVEL GIRL,UX 66
ICEMAN,UX 66
PROFESSOR X,UX 66
PROFESSOR X,X 94/2
MARVEL GIRL,X 94/2
ANGEL,X 94/2
BEAST,X 94/2
POLARIS,X 94/2
ICEMAN,X 94/2
HAVOK,X 94/2
CYCLOPS,X 94/2
"SOUTHERN, CANDY",X:HY 2
"CANTOR, VERA",X:HY 2
AVIA,X:HY 2
ICEMAN,X:HY 2
MARVEL GIRL,X:HY 2
ANGEL,X:HY 2
CYCLOPS,X:HY 2
ZELDA,X:HY 2
BEAST,X:HY 2
AVIA,X:HY 5
STORM,X:HY 5
KA-ZAR,X:HY 5
BEAST,X:HY 5
MAGNETO,X:HY 5
HAVOK,X:HY 5
ANGEL,X:HY 5
ICEMAN,X:HY 5
MARVEL GIRL,X:HY 5
"SOUTHERN, CANDY",X:HY 5
CYCLOPS,X:HY 5
POLARIS,X:HY 5
ZABU,X:HY 5
PROFESSOR X,X:HY 5
"SOUTHERN, CANDY",X:HY 6
DELUGE,X:HY 6
AVIA,X:HY 6
MARVEL GIRL,X:HY 6
ICEMAN,X:HY 6
PROFESSOR X,X:HY 6
STORM,X:HY 6
SAURON,X:HY 6
BEAST,X:HY 6
HAVOK,X:HY 6
ANGEL,X:HY 6
KA-ZAR,X:HY 6
POLARIS,X:HY 6
CYCLOPS,X:HY 6
M'KUMBA,X:HY 6
ARNSTROM,X:HY 6
DELUGE,X:HY 7
CRYSTAL [INHUMAN],X:HY 7
MR. FANTASTIC,X:HY 7
MARVEL GIRL,X:HY 7
KA-ZAR,X:HY 7
ANGEL,X:HY 7
STORM,X:HY 7
AVIA,X:HY 7
CYCLOPS,X:HY 7
ARNSTROM,X:HY 7
HUMAN TORCH,X:HY 7
HAVOK,X:HY 7
ICEMAN,X:HY 7
BEAST,X:HY 7
POLARIS,X:HY 7
THING,X:HY 7
SAURON,X:HY 7
POLARIS,X:HY 8
"SOUTHERN, CANDY",X:HY 8
KRUEGER,X:HY 8
HAVOK,X:HY 8
CYCLOPS,X:HY 8
ARNSTROM,X:HY 8
AVIA,X:HY 8
ANGEL,X:HY 8
PROFESSOR X,X:HY 8
KA-ZAR,X:HY 8
CRYSTAL [INHUMAN],X:HY 8
THING,X:HY 8
BEAST,X:HY 8
MR. FANTASTIC,X:HY 8
MARVEL GIRL,X:HY 8
CHANGELING,X:HY 8
HUMAN TORCH,X:HY 8
PROFESSOR X,X:HY 13
POLARIS,X:HY 13
ANGEL,X:HY 13
BLOB,X:HY 13
BEAST,X:HY 13
HAVOK,X:HY 13
MASTERMIND,X:HY 13
ICEMAN,X:HY 13
"SOUTHERN, CANDY",X:HY 13
MARVEL GIRL,X:HY 13
"WORTHINGTON, KATHRYN",X:HY 13
CYCLOPS,X:HY 13
"MARTIN, ASHLEY",X:HY 13
UNUS THE UNTOUCHABLE,X:HY 13
"MARTIN, TERI",X:HY 13
KRUEGER,X:HY 13
DAZZLER,X:HY 13
BLOB,X:HY 14
HAVOK,X:HY 14
"MARTIN, TERI",X:HY 14
UNUS THE UNTOUCHABLE,X:HY 14
POLARIS,X:HY 14
ANGEL,X:HY 14
ICEMAN,X:HY 14
"MARTIN, ASHLEY",X:HY 14
AVIA,X:HY 14
BEAST,X:HY 14
MASTERMIND,X:HY 14
"WORTHINGTON, KATHRYN",X:HY 14
"STUART, DR.",X:HY 14
DAZZLER,X:HY 14
MARVEL GIRL,X:HY 14
CYCLOPS,X:HY 14
PROFESSOR X,X:HY 14
BLUNT,X:HY 14
KRUEGER,X:HY 14
"SOUTHERN, CANDY",X:HY 14
"CARTER, TAD",X:HY 15
MARVEL GIRL,X:HY 15
ANGEL,X:HY 15
HAVOK,X:HY 15
"SOUTHERN, CANDY",X:HY 15
"WORTHINGTON, KATHRYN",X:HY 15
"STUART, DR.",X:HY 15
POLARIS,X:HY 15
BEAST,X:HY 15
CYCLOPS,X:HY 15
DAZZLER,X:HY 15
AVIA,X:HY 15
ICEMAN,X:HY 15
ANGEL,X:HY 16
AVIA,X:HY 16
BEAST,X:HY 16
"SOUTHERN, CANDY",X:HY 16
PIXIE,X:HY 16
"STUART, DR.",X:HY 16
YETI,X:HY 16
CYCLOPS,X:HY 16
PROFESSOR X,X:HY 16
KARNAK [INHUMAN],X:HY 16
"MARTIN, TERI",X:HY 16
RAPUNZEL,X:HY 16
GORGON [INHUMAN],X:HY 16
ICEMAN,X:HY 16
HAVOK,X:HY 16
"MARTIN, ASHLEY",X:HY 16
POLARIS,X:HY 16
MARVEL GIRL,X:HY 16
BLACK BOLT,X:HY 16
KRAVEN THE HUNTER,X:HY 16
DAZZLER,X:HY 16
MEDUSA,X:HY 16
PROFESSOR X,X:HY 18
"ROBINSON, LUCY",X:HY 18
"CARTER, TAD",X:HY 18
ANGEL,X:HY 18
BEAST,X:HY 18
ICEMAN,X:HY 18
"MARTIN, TERI",X:HY 18
"MESSENGER, TOBIAS",X:HY 18
CYCLOPS,X:HY 18
POLARIS,X:HY 18
MARVEL GIRL,X:HY 18
HAVOK,X:HY 18
PROFESSOR X,X:HY 19
ANGEL,X:HY 19
MARVEL GIRL,X:HY 19
POLARIS,X:HY 19
HAVOK,X:HY 19
ICEMAN,X:HY 19
CYCLOPS,X:HY 19
"ROBINSON, LUCY",X:HY 19
"CARTER, TAD",X:HY 19
BEAST,X:HY 19
"MESSENGER, TOBIAS",X:HY 19
MOLE MAN,X:HY 19
"MARTIN, TERI",X:HY 19
HUMAN TORCH,X:HY 20
ICEMAN,X:HY 20
MAGNETO,X:HY 20
CYCLOPS,X:HY 20
BEAST,X:HY 20
SUB-MARINER,X:HY 20
THING,X:HY 20
MR. FANTASTIC,X:HY 20
MARVEL GIRL,X:HY 20
CRYSTAL [INHUMAN],X:HY 20
"MARTIN, TERI",X:HY 20
ANGEL,X:HY 20
"ROBINSON, LUCY",X:HY 20
INVISIBLE WOMAN,X:HY 20
MOLE MAN,X:HY 20
PROFESSOR X,X:HY 20
PROFESSOR X,X:HY 21
MARVEL GIRL,X:HY 21
PIXIE,X:HY 21
ANGEL,X:HY 21
MOLE MAN,X:HY 21
POLARIS,X:HY 21
ICEMAN,X:HY 21
BEAST,X:HY 21
"MARTIN, TERI",X:HY 21
IKARIS,X:HY 21
CYCLOPS,X:HY 21
HAVOK,X:HY 21
"MARTIN, ASHLEY",X:HY 21
"ROBINSON, LUCY",X:HY 21
MR. FANTASTIC,X:HY 22
BEAST,X:HY 22
ICEMAN,X:HY 22
ANGEL,X:HY 22
"MARTIN, ASHLEY",X:HY 22
"ROBINSON, LUCY",X:HY 22
THING,X:HY 22
PROFESSOR X,X:HY 22
"MARTIN, TERI",X:HY 22
MARVEL GIRL,X:HY 22
"CARTER, TAD",X:HY 22
POLARIS,X:HY 22
CYCLOPS,X:HY 22
"MESSENGER, TOBIAS",X:HY 22
MOLE MAN,X:HY 22
HAVOK,X:HY 22
"SOUTHERN, CANDY",X:HY 22
ICEMAN,AA2 11
ANGEL,AA2 11
"DONALDSON, LINDA",AA2 11
BEAST,AA2 11
PROFESSOR X,AA2 11
"MADDICKS, PROFESSOR",AA2 11
CYCLOPS,AA2 11
MARVEL GIRL,AA2 11
MORBIUS,M/TU 4
ANGEL,M/TU 4
CYCLOPS,M/TU 4
BEAST,M/TU 4
ICEMAN,M/TU 4
SPIDER-MAN,M/TU 4
MARVEL GIRL,M/TU 4
"OSBORN, HARRY",M/TU 4
PROFESSOR X,M/TU 4
ANGEL,AA2 15
MAD DOG,AA2 15
MARVEL GIRL,AA2 15
PROFESSOR X,AA2 15
HELLCAT,AA2 15
"CANTOR, VERA",AA2 15
GRIFFIN II,AA2 15
BEAST,AA2 15
"DONALDSON, LINDA",AA2 15
CYCLOPS,AA2 15
VISION,A 111
CAPTAIN AMERICA,A 111
CYCLOPS,A 111
HAWK,A 111
THOR,A 111
SCARLET WITCH,A 111
ICEMAN,A 111
MARVEL GIRL,A 111
"JARVIS, EDWIN",A 111
DAREDEVIL,A 111
MAGNETO,A 111
IRON MAN,A 111
PROFESSOR X,A 111
BLACK PANTHER,A 111
PIPER,A 111
ANGEL,A 111
BLACK WIDOW,A 111
MARVEL GIRL,CA 174
"DONALDSON, LINDA",CA 174
ICEMAN,CA 174
CYCLOPS,CA 174
"CARTER, PEGGY",CA 174
PROFESSOR X,CA 174
FALCON,CA 174
UNUS THE UNTOUCHABLE,CA 174
ANGEL,CA 174
"HARDERMAN, QUENTIN",CA 174
HAVOK,CA 174
BLOB,CA 174
"JONES, GABE",CA 174
CAPTAIN AMERICA,CA 174
MESMERO,CA 174
POLARIS,CA 174
MOONSTONE,CA 174
BEAST,CA 174
MOONSTONE,CA 175
HAVOK,CA 175
PROFESSOR X,CA 175
"CARTER, PEGGY",CA 175
"JONES, GABE",CA 175
CAPTAIN AMERICA,CA 175
CYCLOPS,CA 175
MESMERO,CA 175
ANGEL,CA 175
MARVEL GIRL,CA 175
ICEMAN,CA 175
POLARIS,CA 175
FALCON,CA 175
"HARDERMAN, QUENTIN",CA 175
BEAST,CA 175
CYCLOPS,M/TU 23
ICEMAN,M/TU 23
ANGEL,M/TU 23
HUMAN TORCH,M/TU 23
EQUINOX,M/TU 23
MARVEL GIRL,M/TU 23
SPIDER-MAN,M/TU 23
THUNDERBIRD,GSX 1
PROFESSOR X,GSX 1
MAGIK,GSX 1
HAVOK,GSX 1
"RASPUTIN, NIKOLAI",GSX 1
ICEMAN,GSX 1
COLOSSUS II,GSX 1
"RASPUTINA, ALEXANDRA",GSX 1
"CHASIN, MAJOR",GSX 1
"WEIN, LEN",GSX 1
NIGHTCRAWLER,GSX 1
CYCLOPS,GSX 1
MARVEL GIRL,GSX 1
ANGEL,GSX 1
"COCKRUM, DAVE",GSX 1
KRAKOA,GSX 1
WOLVERINE,GSX 1
POLARIS,GSX 1
BANSHEE,GSX 1
SUNFIRE,GSX 1
STORM,GSX 1
PROFESSOR X,CX 1
WOLVERINE,CX 1
ANGEL,CX 1
COLOSSUS II,CX 1
CYCLOPS,CX 1
HAVOK,CX 1
BANSHEE,CX 1
STORM,CX 1
NIGHTCRAWLER,CX 1
POLARIS,CX 1
ICEMAN,CX 1
MARVEL GIRL,CX 1
BANSHEE,UX 94
CAT MAN,UX 94
"FREDERICKS, GENERAL",UX 94
THUNDERBIRD,UX 94
ANGEL,UX 94
STORM,UX 94
CYCLOPS,UX 94
WOLVERINE,UX 94
COLOSSUS II,UX 94
HAVOK,UX 94
HELLEN,UX 94
BEAST,UX 94
PROFESSOR X,UX 94
"STANCHEK, DR.",UX 94
ICEMAN,UX 94
SUNFIRE,UX 94
DRAGONFLY,UX 94
NIGHTCRAWLER,UX 94
"COUNT NEFARIA, LUCHI",UX 94
POLARIS,UX 94
FROG MAN,UX 94
BIRD MAN,UX 94
MARVEL GIRL,UX 94
"STURDY, PROF. KENNET",UX 94
APE MAN,UX 94
DAREDEVIL,COH 2
STORM,COH 2
BLACK WIDOW,COH 2
ANGEL,COH 2
SILVER SURFER,COH 2
PUNISHER II,COH 2
SCARLET WITCH,COH 2
SPIDER-MAN,COH 2
"CAGE, LUKE",COH 2
VISION,COH 2
ELEKTRA,COH 2
ANGEL,CHAMP 1
HERCULES [GREEK GOD],CHAMP 1
HIPPOLYTA [GREEK GOD,CHAMP 1
PLUTO [OLYMPIAN],CHAMP 1
GHOST RIDER II,CHAMP 1
"PETROVITCH, IVAN",CHAMP 1
BLACK WIDOW,CHAMP 1
ICEMAN,CHAMP 1
ARES [GREEK GOD],CHAMP 1
VENUS,CHAMP 1
"FENSTER, RICHARD",CHAMP 1
CERBERUS,CHAMP 1
DIONYSUS [GREEK GOD],CHAMP 2
HERCULES [GREEK GOD],CHAMP 2
BLACK WIDOW,CHAMP 2
ZEUS,CHAMP 2
ANGEL,CHAMP 2
ATHENA [GREEK GOD],CHAMP 2
VENUS,CHAMP 2
ARES [GREEK GOD],CHAMP 2
GHOST RIDER II,CHAMP 2
HUNTSMAN,CHAMP 2
ICEMAN,CHAMP 2
HIPPOLYTA [GREEK GOD,CHAMP 2
ICEMAN,CHAMP 3
PLUTO [OLYMPIAN],CHAMP 3
VENUS,CHAMP 3
HUNTSMAN,CHAMP 3
BLACK WIDOW,CHAMP 3
ARES [GREEK GOD],CHAMP 3
DIONYSUS [GREEK GOD],CHAMP 3
HERCULES [GREEK GOD],CHAMP 3
ZEUS,CHAMP 3
ANGEL,CHAMP 3
GHOST RIDER II,CHAMP 3
HIPPOLYTA [GREEK GOD,CHAMP 3
HERCULES [GREEK GOD],CHAMP 4
"PETROVITCH, IVAN",CHAMP 4
BLACK WIDOW,CHAMP 4
ICEMAN,CHAMP 4
GHOST RIDER II,CHAMP 4
ANGEL,CHAMP 4
RAMPAGE,CHAMP 5
BLACK WIDOW,CHAMP 5
"PETROVITCH, IVAN",CHAMP 5
"FENSTER, RICHARD",CHAMP 5
HERCULES [GREEK GOD],CHAMP 5
"BALE, EMERSON",CHAMP 5
ICEMAN,CHAMP 5
ANGEL,CHAMP 5
HERCULES [GREEK GOD],CHAMP 6
"PETROVITCH, IVAN",CHAMP 6
RAMPAGE,CHAMP 6
ANGEL,CHAMP 6
BLACK WIDOW,CHAMP 6
ICEMAN,CHAMP 6
BLACK WIDOW,A 151
ANGEL,A 151
HELLCAT,A 151
THING,A 151
CAPTAIN AMERICA,A 151
"JARVIS, EDWIN",A 151
HERCULES [GREEK GOD],A 151
IRON MAN,A 151
BEAST,A 151
LIVING LASER,A 151
SCARLET WITCH,A 151
WASP,A 151
THOR,A 151
MOONDRAGON,A 151
VISION,A 151
WONDER MAN,A 151
ICEMAN,A 151
GHOST RIDER II,A 151
ANT-MAN,A 151
WHIZZER,A 151
HERCULES [GREEK GOD],CHAMP 7
RAMPAGE,CHAMP 7
"PETROVITCH, IVAN",CHAMP 7
"BALE, EMERSON",CHAMP 7
GHOST RIDER II,CHAMP 7
ICEMAN,CHAMP 7
TITANIUM MAN,CHAMP 7
ANGEL,CHAMP 7
"FENSTER, RICHARD",CHAMP 7
GRIFFIN II,CHAMP 7
DARKSTAR,CHAMP 7
CRIMSON DYNAMO IV,CHAMP 7
BLACK WIDOW,CHAMP 7
TITANIUM MAN,CHAMP 8
GRIFFIN II,CHAMP 8
HERCULES [GREEK GOD],CHAMP 8
DARKSTAR,CHAMP 8
ICEMAN,CHAMP 8
CRIMSON DYNAMO IV,CHAMP 8
"FENSTER, RICHARD",CHAMP 8
GHOST RIDER II,CHAMP 8
BLACK WIDOW,CHAMP 8
"BALE, EMERSON",CHAMP 8
ANGEL,CHAMP 8
RAMPAGE,CHAMP 8
"PETROVITCH, IVAN",CHAMP 8
TITANIUM MAN,CHAMP 9
"FENSTER, RICHARD",CHAMP 9
GRIFFIN II,CHAMP 9
ANGEL,CHAMP 9
BLACK WIDOW,CHAMP 9
"PETROVITCH, IVAN",CHAMP 9
GHOST RIDER II,CHAMP 9
CRIMSON DYNAMO IV,CHAMP 9
ICEMAN,CHAMP 9
DARKSTAR,CHAMP 9
HERCULES [GREEK GOD],CHAMP 9
DARKSTAR,CHAMP 10
HERCULES [GREEK GOD],CHAMP 10
GHOST RIDER II,CHAMP 10
"PETROVITCH, IVAN",CHAMP 10
GRIFFIN II,CHAMP 10
ICEMAN,CHAMP 10
TITANIUM MAN,CHAMP 10
CRIMSON DYNAMO IV,CHAMP 10
BLACK WIDOW,CHAMP 10
ANGEL,CHAMP 10
VISION,M/TE 13
DAREDEVIL,M/TE 13
GHOST RIDER II,M/TE 13
HERCULES [GREEK GOD],M/TE 13
HUMAN TORCH,M/TE 13
MR. FANTASTIC,M/TE 13
INVISIBLE WOMAN,M/TE 13
ANT-MAN,M/TE 13
WASP,M/TE 13
ICEMAN,M/TE 13
BEAST,M/TE 13
BLACK WIDOW,M/TE 13
SPIDER-MAN,M/TE 13
CAPTAIN AMERICA,M/TE 13
THING,M/TE 13
SCARLET WITCH,M/TE 13
ANGEL,M/TE 13
HAWK,CHAMP 11
ICEMAN,CHAMP 11
ANGEL,CHAMP 11
HERCULES [GREEK GOD],CHAMP 11
KAA,CHAMP 11
GHOST RIDER II,CHAMP 11
STILT-MAN,CHAMP 11
BLACK WIDOW,CHAMP 11
DARKSTAR,CHAMP 11
BLACK GOLIATH,CHAMP 11
BLACK WIDOW,CHAMP 12
STRANGER,CHAMP 12
HERCULES [GREEK GOD],CHAMP 12
KAMO THARNN,CHAMP 12
DARKSTAR,CHAMP 12
GHOST RIDER II,CHAMP 12
BLACK GOLIATH,CHAMP 12
ANGEL,CHAMP 12
ICEMAN,CHAMP 12
"CLAYBORNE, REGINA",CHAMP 12
STILT-MAN,CHAMP 12
STRANGER,CHAMP 13
BLACK GOLIATH,CHAMP 13
"CLAYBORNE, REGINA",CHAMP 13
ICEMAN,CHAMP 13
KAMO THARNN,CHAMP 13
HERCULES [GREEK GOD],CHAMP 13
BLACK WIDOW,CHAMP 13
GHOST RIDER II,CHAMP 13
DARKSTAR,CHAMP 13
ANGEL,CHAMP 13
GHOST RIDER II,GR2 23
ANGEL,GR2 23
"DELAZNY, CHARLES L.",GR2 23
ENFORCER,GR2 23
BLACK WIDOW,GR2 23
HERCULES [GREEK GOD],GR2 23
ICEMAN,GR2 23
"PETROVITCH, IVAN",GR2 23
WATER WIZARD,GR2 23
STUNT-MASTER,GR2 23
"BLAZE, ROXANNE SIMPS",GR2 23
SWARM,CHAMP 14
GHOST RIDER II,CHAMP 14
HERCULES [GREEK GOD],CHAMP 14
ANGEL,CHAMP 14
ICEMAN,CHAMP 14
DARKSTAR,CHAMP 14
"PETROVITCH, IVAN",CHAMP 14
BLACK WIDOW,CHAMP 14
DARKSTAR,CHAMP 15
ANGEL,CHAMP 15
GHOST RIDER II,CHAMP 15
SWARM,CHAMP 15
HERCULES [GREEK GOD],CHAMP 15
BLACK WIDOW,CHAMP 15
ICEMAN,CHAMP 15
HERCULES [GREEK GOD],GZIL 3
ANGEL,GZIL 3
BLACK WIDOW,GZIL 3
ICEMAN,GZIL 3
DARKSTAR,IM@ 4
MODOK,IM@ 4
ANGEL,IM@ 4
GHOST RIDER II,IM@ 4
HERCULES [GREEK GOD],IM@ 4
BLACK WIDOW,IM@ 4
IRON MAN,IM@ 4
ICEMAN,IM@ 4
ANT-MAN,SVTU 14
DR. DOOM,SVTU 14
ERIC THE RED [SHI'AR,SVTU 14
IRON MAN,SVTU 14
BLACK WIDOW,SVTU 14
ANGEL,SVTU 14
SCARLET WITCH,SVTU 14
WASP,SVTU 14
DARKSTAR,SVTU 14
CAPTAIN AMERICA,SVTU 14
GHOST RIDER II,SVTU 14
WONDER MAN,SVTU 14
MAGNETO,SVTU 14
HERCULES [GREEK GOD],SVTU 14
ICEMAN,SVTU 14
VISION,SVTU 14
BEAST,SVTU 14
THOR,SVTU 14
DARKSTAR,CHAMP 16
ANGEL,CHAMP 16
GHOST RIDER II,CHAMP 16
MAGNETO,CHAMP 16
HERCULES [GREEK GOD],CHAMP 16
ICEMAN,CHAMP 16
HULK,CHAMP 16
DR. DOOM,CHAMP 16
"CARTER, JIMMY",CHAMP 16
BEAST,CHAMP 16
BLACK WIDOW,CHAMP 16
BLOB,CHAMP 17
ANGEL,CHAMP 17
BLACK WIDOW,CHAMP 17
LORELEI,CHAMP 17
ERIC THE RED [SHI'AR,CHAMP 17
GHOST RIDER II,CHAMP 17
ICEMAN,CHAMP 17
HERCULES [GREEK GOD],CHAMP 17
UNUS THE UNTOUCHABLE,CHAMP 17
SENTINELS,CHAMP 17
VANISHER,CHAMP 17
DARKSTAR,CHAMP 17
ANGEL,PPTSS 17
SENTINELS,PPTSS 17
HERCULES [GREEK GOD],PPTSS 17
DARKSTAR,PPTSS 17
ICEMAN,PPTSS 17
BLACK WIDOW,PPTSS 17
RAMPAGE,PPTSS 17
GHOST RIDER II,PPTSS 17
SPIDER-MAN,PPTSS 17
ICEMAN,PPTSS 18
DARKSTAR,PPTSS 18
SHA SHAN,PPTSS 18
BLACK WIDOW,PPTSS 18
RAMPAGE,PPTSS 18
GREEN GOBLIN V,PPTSS 18
GHOST RIDER II,PPTSS 18
HERCULES [GREEK GOD],PPTSS 18
ANGEL,PPTSS 18
WHITE TIGER,PPTSS 18
"THOMPSON, EUGENE FLA",PPTSS 18
SPIDER-MAN,PPTSS 18
"ROSS, GEN. THADDEUS",H@ 7
ICEMAN,H@ 7
"SOUTHERN, CANDY",H@ 7
ANGEL,H@ 7
MASTER MOLD,H@ 7
"WILSON, JIM",H@ 7
HULK,H@ 7
DOC SAMSON,H@ 7
ANGEL,UX 132
COLOSSUS II,UX 132
PHOENIX II,UX 132
TESSA,UX 132
CYCLOPS,UX 132
MASTERMIND,UX 132
"LELAND, HARRY",UX 132
NIGHTCRAWLER,UX 132
"PIERCE, DONALD",UX 132
WOLVERINE,UX 132
"SOUTHERN, CANDY",UX 132
